source,target,value
Afghanistan,Kyrgyzstan,418
Myanmar,Rep. of Korea,128
Iraq,Kuwait,247
Eritrea,Libya,746
Palestinian,Libya,2710
Iraq,Libya,2736
Sudan,Libya,818
Iraq,Lebanon,8491
Sudan,Lebanon,155
Dem. Rep. of the Congo,Mali,146
Liberia,Mali,424
Afghanistan,Malaysia,341
Palestinian,Malaysia,247
Iraq,Malaysia,545
Sri Lanka,Malaysia,2289
Myanmar,Malaysia,81114
Somalia,Malaysia,812
Burundi,Malawi,1394
Dem. Rep. of the Congo,Malawi,2558
Rwanda,Malawi,2289
Dem. Rep. of the Congo,Morocco,202
Iraq,Morocco,149
Burundi,Mozambique,927
Dem. Rep. of the Congo,Mozambique,2263
Rwanda,Mozambique,827
Angola,Namibia,4322
Burundi,Namibia,204
Dem. Rep. of the Congo,Namibia,1369
Rwanda,Namibia,102
Dem. Rep. of the Congo,Nigeria,798
Liberia,Nigeria,5299
Sudan,Nigeria,149
Afghanistan,Pakistan,1701945
Somalia,Pakistan,536
Burundi,Rwanda,340
Dem. Rep. of the Congo,Rwanda,54955
Eritrea,Saudi Arabia,379
Liberia,Senegal,233
Rwanda,Senegal,276
Liberia,Sierra Leone,8046
Eritrea,Sudan,100464
Somalia,Sudan,130
Central African Rep.,South Sudan,1025
Dem. Rep. of the Congo,South Sudan,22186
Sudan,South Sudan,76845
Afghanistan,Switzerland,2127
Angola,Switzerland,1268
Dem. Rep. of the Congo,Switzerland,1395
Eritrea,Switzerland,9592
Palestinian,Switzerland,100
Iraq,Switzerland,4355
Sri Lanka,Switzerland,3125
Rwanda,Switzerland,178
Somalia,Switzerland,4148
Viet Nam,Switzerland,1397
Sudan,Switzerland,150
Syrian Arab Rep.,Switzerland,1074
Afghanistan,Syrian Arab Rep.,1791
Iraq,Syrian Arab Rep.,750000
Somalia,Syrian Arab Rep.,2538
Sudan,Syrian Arab Rep.,562
Burundi,United Rep. of Tanzania,67549
Dem. Rep. of the Congo,United Rep. of Tanzania,61913
Somalia,United Rep. of Tanzania,1530
Sri Lanka,Thailand,266
Myanmar,Thailand,88148
Somalia,Thailand,142
Rwanda,Togo,246
Eritrea,Tunisia,567
Iraq,Tunisia,305
Somalia,Tunisia,953
Sudan,Tunisia,817
Afghanistan,Turkey,2682
Iraq,Turkey,7071
Somalia,Turkey,1105
Sudan,Turkey,157
Iraq,United Arab Emirates,570
Burundi,Uganda,6687
Dem. Rep. of the Congo,Uganda,81487
Eritrea,Uganda,3529
Rwanda,Uganda,12998
Somalia,Uganda,14023
Sudan,Uganda,18268
Afghanistan,Uzbekistan,211
Eritrea,Yemen,842
Palestinian,Yemen,430
Iraq,Yemen,3940
Somalia,Yemen,204685
Angola,Zambia,23500
Burundi,Zambia,1638
Dem. Rep. of the Congo,Zambia,12509
Rwanda,Zambia,4659
Somalia,Zambia,1126
Burundi,Zimbabwe,521
Dem. Rep. of the Congo,Zimbabwe,3181
Rwanda,Zimbabwe,713
Eritrea,Egypt,1182
Palestinian,Egypt,70028
Iraq,Egypt,5703
Somalia,Egypt,6250
Sudan,Egypt,12124
South Sudan,Egypt,178
Syrian Arab Rep.,Egypt,12836
Azerbaijan,Armenia,1716
Iraq,Armenia,943
Syrian Arab Rep.,Armenia,136
Afghanistan,Azerbaijan,576
Iraq,Bahrain,289
Dem. Rep. of the Congo,Burundi,41349
Rwanda,Burundi,428
Afghanistan,Belgium,1267
Angola,Belgium,101
Burundi,Belgium,290
Dem. Rep. of the Congo,Belgium,677
Palestinian,Belgium,130
Iraq,Belgium,1541
Sri Lanka,Belgium,302
Rwanda,Belgium,966
Somalia,Belgium,288
Syrian Arab Rep.,Belgium,355
Dem. Rep. of the Congo,Benin,190
Myanmar,Bangladesh,4076
Mali,Burkina Faso,38776
Afghanistan,Belarus,409
Dem. Rep. of the Congo,Botswana,194
Somalia,Botswana,445
Angola,Brazil,1684
Dem. Rep. of the Congo,Brazil,510
Palestinian,Brazil,117
Iraq,Brazil,214
Liberia,Brazil,247
Afghanistan,Canada,302
Burundi,Canada,155
Dem. Rep. of the Congo,Canada,290
Eritrea,Canada,154
Sri Lanka,Canada,371
Nigeria,Canada,521
Somalia,Canada,354
Syrian Arab Rep.,Canada,155
Dem. Rep. of the Congo,Central African Rep.,10662
Rwanda,Central African Rep.,231
Sudan,Central African Rep.,2174
Central African Rep.,Chad,58374
Dem. Rep. of the Congo,Chad,262
Sudan,Chad,291047
Viet Nam,China,300897
Central African Rep.,Cameroon,92094
Dem. Rep. of the Congo,Cameroon,456
Nigeria,Cameroon,3223
Rwanda,Cameroon,830
Angola,Congo,322
Central African Rep.,Congo,116
Dem. Rep. of the Congo,Congo,89424
Rwanda,Congo,8404
Burundi,Dem. Rep. of the Congo,9368
Central African Rep.,Dem. Rep. of the Congo,1691
Rwanda,Dem. Rep. of the Congo,50736
Sudan,Dem. Rep. of the Congo,2505
Afghanistan,Czechia,241
Iraq,Czechia,159
Myanmar,Czechia,127
Eritrea,Djibouti,292
Somalia,Djibouti,18289
Afghanistan,Ecuador,113
Somalia,Eritrea,3440
Dem. Rep. of the Congo,Ethiopia,582
Eritrea,Ethiopia,62943
Somalia,Ethiopia,223031
Sudan,Ethiopia,27175
South Sudan,Ethiopia,38715
Afghanistan,France,2590
Angola,France,3258
Azerbaijan,France,2567
Burundi,France,348
Central African Rep.,France,593
Dem. Rep. of the Congo,France,12585
Eritrea,France,1316
Palestinian,France,252
Iraq,France,2620
Liberia,France,227
Sri Lanka,France,23225
Mali,France,3428
Myanmar,France,193
Nigeria,France,889
Rwanda,France,2723
Somalia,France,1489
Viet Nam,France,8605
Sudan,France,2180
Syrian Arab Rep.,France,640
Liberia,Gambia,325
Afghanistan,Germany,31746
Angola,Germany,3041
Azerbaijan,Germany,6575
Burundi,Germany,105
Dem. Rep. of the Congo,Germany,5206
Eritrea,Germany,4836
Iraq,Germany,49829
Liberia,Germany,284
Sri Lanka,Germany,11672
Myanmar,Germany,813
Nigeria,Germany,2833
Rwanda,Germany,217
Somalia,Germany,3634
Viet Nam,Germany,23799
Sudan,Germany,575
Syrian Arab Rep.,Germany,18165
Liberia,Ghana,5156
Sudan,Ghana,202
Liberia,Guinea,3520
Dem. Rep. of the Congo,Cote d'Ivoire,152
Liberia,Cote d'Ivoire,3424
Afghanistan,India,9633
Iraq,India,113
Sri Lanka,India,67165
Myanmar,India,7671
Somalia,India,739
Afghanistan,Indonesia,890
Iraq,Indonesia,126
Sri Lanka,Indonesia,219
Myanmar,Indonesia,222
Somalia,Indonesia,160
Afghanistan,Iran (Islamic Rep. of),28263
Iraq,Iran (Islamic Rep. of),1103
Palestinian,Iraq,11467
Syrian Arab Rep.,Iraq,63581
Iraq,Jordan,63037
Somalia,Jordan,318
Sudan,Jordan,412
Syrian Arab Rep.,Jordan,238798
Myanmar,Japan,1732
Viet Nam,Japan,358
Afghanistan,Kazakhstan,525
Burundi,Kenya,1018
Dem. Rep. of the Congo,Kenya,6244
Eritrea,Kenya,1436
Rwanda,Kenya,1343
Somalia,Kenya,512069
Sudan,Kenya,3157
South Sudan,Kenya,16774
Afghanistan,Kyrgyzstan,377
Myanmar,Rep. of Korea,156
Iraq,Kuwait,484
Somalia,Kuwait,121
Eritrea,Libya,477
Palestinian,Libya,2918
Iraq,Libya,2377
Somalia,Libya,165
Sudan,Libya,635
Iraq,Lebanon,6500
Sudan,Lebanon,166
Syrian Arab Rep.,Lebanon,126755
Mali,Mauritania,54029
Dem. Rep. of the Congo,Mali,155
Liberia,Mali,124
Afghanistan,Malaysia,349
Palestinian,Malaysia,235
Iraq,Malaysia,475
Sri Lanka,Malaysia,2018
Myanmar,Malaysia,84640
Somalia,Malaysia,929
Burundi,Malawi,1428
Dem. Rep. of the Congo,Malawi,2827
Rwanda,Malawi,2226
Dem. Rep. of the Congo,Morocco,181
Iraq,Morocco,147
Burundi,Mozambique,976
Dem. Rep. of the Congo,Mozambique,2527
Rwanda,Mozambique,777
Burundi,Namibia,214
Dem. Rep. of the Congo,Namibia,1436
Rwanda,Namibia,109
Mali,Niger,50204
Dem. Rep. of the Congo,Nigeria,860
Liberia,Nigeria,564
Sudan,Nigeria,146
Iraq,Oman,131
Afghanistan,Pakistan,1637740
Somalia,Pakistan,517
Burundi,Rwanda,333
Dem. Rep. of the Congo,Rwanda,57857
Eritrea,Saudi Arabia,379
Rwanda,Senegal,274
Liberia,Sierra Leone,4163
Eritrea,Sudan,112283
Somalia,Sudan,372
Central African Rep.,South Sudan,1560
Dem. Rep. of the Congo,South Sudan,18296
Sudan,South Sudan,176834
Dem. Rep. of the Congo,Eswatini,255
Afghanistan,Switzerland,2099
Angola,Switzerland,1176
Dem. Rep. of the Congo,Switzerland,1357
Eritrea,Switzerland,10981
Palestinian,Switzerland,109
Iraq,Switzerland,4120
Sri Lanka,Switzerland,3117
Rwanda,Switzerland,176
Somalia,Switzerland,4135
Viet Nam,Switzerland,1340
Sudan,Switzerland,155
Syrian Arab Rep.,Switzerland,1391
Afghanistan,Syrian Arab Rep.,1737
Iraq,Syrian Arab Rep.,471418
Somalia,Syrian Arab Rep.,2217
Sudan,Syrian Arab Rep.,598
Burundi,United Rep. of Tanzania,35343
Dem. Rep. of the Congo,United Rep. of Tanzania,63330
Somalia,United Rep. of Tanzania,2105
Sri Lanka,Thailand,225
Myanmar,Thailand,83317
Somalia,Thailand,136
Afghanistan,Tajikistan,2196
Dem. Rep. of the Congo,Togo,101
Mali,Togo,137
Rwanda,Togo,224
Eritrea,Tunisia,130
Iraq,Tunisia,137
Somalia,Tunisia,510
Sudan,Tunisia,427
Afghanistan,Turkey,3517
Palestinian,Turkey,146
Iraq,Turkey,9478
Somalia,Turkey,1669
Sudan,Turkey,179
Syrian Arab Rep.,Turkey,151168
Iraq,United Arab Emirates,548
Burundi,Uganda,10728
Dem. Rep. of the Congo,Uganda,127021
Eritrea,Uganda,4630
Rwanda,Uganda,14684
Somalia,Uganda,19000
Sudan,Uganda,7910
South Sudan,Uganda,11135
Afghanistan,Ukraine,1480
Azerbaijan,Ukraine,181
Somalia,Ukraine,112
Afghanistan,Uzbekistan,173
Eritrea,Yemen,1055
Palestinian,Yemen,401
Iraq,Yemen,3431
Somalia,Yemen,226909
Burundi,Zambia,1982
Dem. Rep. of the Congo,Zambia,14784
Rwanda,Zambia,4989
Somalia,Zambia,1472
Burundi,Zimbabwe,526
Dem. Rep. of the Congo,Zimbabwe,2978
Rwanda,Zimbabwe,704
Eritrea,Egypt,1523
Palestinian,Egypt,70026
Iraq,Egypt,5506
Somalia,Egypt,6316
Sudan,Egypt,12927
South Sudan,Egypt,299
Syrian Arab Rep.,Egypt,131659
Syrian Arab Rep.,Argentina,159
Azerbaijan,Armenia,1607
Iraq,Armenia,967
Afghanistan,Azerbaijan,603
Iraq,Bahrain,294
Dem. Rep. of the Congo,Burundi,45124
Rwanda,Burundi,346
Afghanistan,Belgium,1636
Burundi,Belgium,261
Dem. Rep. of the Congo,Belgium,860
Iraq,Belgium,1375
Sri Lanka,Belgium,302
Rwanda,Belgium,798
Somalia,Belgium,307
Syrian Arab Rep.,Belgium,471
Myanmar,Bangladesh,4190
Mali,Burkina Faso,28684
Afghanistan,Belarus,405
Dem. Rep. of the Congo,Botswana,174
Somalia,Botswana,450
Angola,Brazil,1062
Dem. Rep. of the Congo,Brazil,617
Palestinian,Brazil,212
Iraq,Brazil,217
Liberia,Brazil,258
Syrian Arab Rep.,Brazil,333
Afghanistan,Canada,391
Burundi,Canada,179
Dem. Rep. of the Congo,Canada,291
Eritrea,Canada,182
Iraq,Canada,126
Sri Lanka,Canada,438
Nigeria,Canada,285
Somalia,Canada,263
Syrian Arab Rep.,Canada,464
Central African Rep.,Chad,72614
Dem. Rep. of the Congo,Chad,313
Nigeria,Chad,553
Sudan,Chad,334234
Viet Nam,China,300896
Central African Rep.,Cameroon,102195
Dem. Rep. of the Congo,Cameroon,464
Nigeria,Cameroon,1749
Rwanda,Cameroon,823
Angola,Congo,326
Central African Rep.,Congo,10084
Dem. Rep. of the Congo,Congo,31936
Rwanda,Congo,8496
Angola,Dem. Rep. of the Congo,558
Burundi,Dem. Rep. of the Congo,9762
Central African Rep.,Dem. Rep. of the Congo,53385
Rwanda,Dem. Rep. of the Congo,43674
Sudan,Dem. Rep. of the Congo,2564
Eritrea,Djibouti,330
Somalia,Djibouti,19169
Afghanistan,Ecuador,112
Somalia,Eritrea,3054
Dem. Rep. of the Congo,Ethiopia,516
Eritrea,Ethiopia,84377
Somalia,Ethiopia,240825
Sudan,Ethiopia,33582
South Sudan,Ethiopia,71506
Afghanistan,France,3213
Angola,France,3349
Azerbaijan,France,2709
Burundi,France,361
Central African Rep.,France,605
Dem. Rep. of the Congo,France,13513
Eritrea,France,1508
Palestinian,France,314
Iraq,France,2677
Liberia,France,228
Sri Lanka,France,23762
Mali,France,3719
Myanmar,France,254
Nigeria,France,988
Rwanda,France,2840
Somalia,France,1674
Viet Nam,France,8528
Sudan,France,2430
Syrian Arab Rep.,France,1474
Afghanistan,Germany,24203
Angola,Germany,850
Azerbaijan,Germany,2082
Dem. Rep. of the Congo,Germany,1672
Eritrea,Germany,3984
Iraq,Germany,40230
Sri Lanka,Germany,4077
Myanmar,Germany,825
Nigeria,Germany,720
Rwanda,Germany,170
Somalia,Germany,3512
Viet Nam,Germany,1495
Sudan,Germany,296
Syrian Arab Rep.,Germany,21253
Liberia,Ghana,5249
Sudan,Ghana,256
Liberia,Guinea,1761
Dem. Rep. of the Congo,Cote d'Ivoire,159
Liberia,Cote d'Ivoire,2366
Afghanistan,India,10328
Iraq,India,130
Sri Lanka,India,65674
Myanmar,India,11122
Somalia,India,729
Afghanistan,Indonesia,1128
Palestinian,Indonesia,159
Iraq,Indonesia,105
Sri Lanka,Indonesia,286
Myanmar,Indonesia,781
Somalia,Indonesia,294
Afghanistan,Ireland,129
Angola,Ireland,265
Dem. Rep. of the Congo,Ireland,260
Iraq,Ireland,380
Nigeria,Ireland,477
Somalia,Ireland,559
Sudan,Ireland,186
Afghanistan,Iran (Islamic Rep. of),27881
Iraq,Iran (Islamic Rep. of),870
Palestinian,Iraq,9992
Syrian Arab Rep.,Iraq,212809
Iraq,Jordan,55509
Somalia,Jordan,486
Sudan,Jordan,474
Syrian Arab Rep.,Jordan,585304
Myanmar,Japan,1831
Viet Nam,Japan,212
Afghanistan,Kazakhstan,537
Burundi,Kenya,1167
Dem. Rep. of the Congo,Kenya,8076
Eritrea,Kenya,1432
Rwanda,Kenya,931
Somalia,Kenya,475304
Sudan,Kenya,3907
South Sudan,Kenya,19930
Afghanistan,Kyrgyzstan,405
Myanmar,Rep. of Korea,175
Iraq,Kuwait,439
Somalia,Kuwait,119
Eritrea,Libya,480
Palestinian,Libya,4815
Iraq,Libya,2523
Somalia,Libya,167
Sudan,Libya,651
Syrian Arab Rep.,Libya,16796
Iraq,Lebanon,4944
Sudan,Lebanon,177
Syrian Arab Rep.,Lebanon,851284
Mali,Mauritania,66393
Syrian Arab Rep.,Rep. of Moldova,139
Dem. Rep. of the Congo,Mali,195
Afghanistan,Malaysia,187
Palestinian,Malaysia,241
Iraq,Malaysia,530
Sri Lanka,Malaysia,1810
Myanmar,Malaysia,92263
Somalia,Malaysia,930
Syrian Arab Rep.,Malaysia,101
Burundi,Malawi,1325
Dem. Rep. of the Congo,Malawi,2485
Rwanda,Malawi,1935
Dem. Rep. of the Congo,Morocco,126
Syrian Arab Rep.,Morocco,856
Burundi,Mozambique,965
Dem. Rep. of the Congo,Mozambique,2578
Rwanda,Mozambique,785
Burundi,Namibia,245
Dem. Rep. of the Congo,Namibia,1900
Rwanda,Namibia,120
Mali,Niger,48928
Dem. Rep. of the Congo,Nigeria,600
Liberia,Nigeria,123
Iraq,Oman,131
Afghanistan,Pakistan,1615876
Somalia,Pakistan,456
Iraq,Qatar,114
Syrian Arab Rep.,Romania,418
Burundi,Rwanda,337
Dem. Rep. of the Congo,Rwanda,72988
Eritrea,Saudi Arabia,379
Rwanda,Senegal,274
Liberia,Sierra Leone,2776
Eritrea,Sudan,109640
Somalia,Sudan,753
Central African Rep.,South Sudan,1634
Dem. Rep. of the Congo,South Sudan,13933
Sudan,South Sudan,208130
Dem. Rep. of the Congo,Eswatini,258
Afghanistan,Switzerland,2578
Angola,Switzerland,1055
Dem. Rep. of the Congo,Switzerland,1287
Eritrea,Switzerland,13106
Iraq,Switzerland,3883
Sri Lanka,Switzerland,3065
Nigeria,Switzerland,113
Rwanda,Switzerland,168
Somalia,Switzerland,4101
Viet Nam,Switzerland,1255
Sudan,Switzerland,167
Syrian Arab Rep.,Switzerland,2012
Afghanistan,Syrian Arab Rep.,1141
Iraq,Syrian Arab Rep.,28300
Somalia,Syrian Arab Rep.,1007
Sudan,Syrian Arab Rep.,548
Burundi,United Rep. of Tanzania,35183
Dem. Rep. of the Congo,United Rep. of Tanzania,64569
Somalia,United Rep. of Tanzania,2136
Palestinian,Thailand,120
Sri Lanka,Thailand,147
Myanmar,Thailand,44848
Viet Nam,Thailand,119
Afghanistan,Tajikistan,103
Rwanda,Togo,224
Somalia,Tunisia,139
Sudan,Tunisia,142
Syrian Arab Rep.,Tunisia,164
Afghanistan,Turkey,3926
Palestinian,Turkey,588
Iraq,Turkey,13467
Somalia,Turkey,2153
Sudan,Turkey,174
Syrian Arab Rep.,Turkey,125
Iraq,United Arab Emirates,540
Burundi,Uganda,10587
Dem. Rep. of the Congo,Uganda,155742
Eritrea,Uganda,1992
Rwanda,Uganda,13376
Somalia,Uganda,13144
Sudan,Uganda,1068
South Sudan,Uganda,22510
Afghanistan,Uzbekistan,133
Eritrea,Yemen,1009
Palestinian,Yemen,448
Iraq,Yemen,3416
Somalia,Yemen,230506
Burundi,Zambia,2035
Dem. Rep. of the Congo,Zambia,16684
Rwanda,Zambia,1995
Somalia,Zambia,1516
Burundi,Zimbabwe,568
Dem. Rep. of the Congo,Zimbabwe,4725
Rwanda,Zimbabwe,741
Eritrea,Egypt,1625
Palestinian,Egypt,70023
Iraq,Egypt,5149
Somalia,Egypt,5733
Sudan,Egypt,12730
South Sudan,Egypt,542
Syrian Arab Rep.,Egypt,138381
Syrian Arab Rep.,Argentina,233
Azerbaijan,Armenia,1554
Iraq,Armenia,979
Afghanistan,Azerbaijan,618
Iraq,Bahrain,303
Dem. Rep. of the Congo,Burundi,52631
Rwanda,Burundi,281
Central African Rep.,Benin,234
Myanmar,Bangladesh,4535
Mali,Burkina Faso,31604
Afghanistan,Belarus,399
Dem. Rep. of the Congo,Botswana,165
Somalia,Botswana,374
Angola,Brazil,1070
Dem. Rep. of the Congo,Brazil,791
Palestinian,Brazil,314
Iraq,Brazil,233
Liberia,Brazil,258
Syrian Arab Rep.,Brazil,1739
Afghanistan,Canada,396
Dem. Rep. of the Congo,Canada,142
Eritrea,Canada,203
Iraq,Canada,333
Sri Lanka,Canada,229
Nigeria,Canada,332
Somalia,Canada,189
Syrian Arab Rep.,Canada,685
Dem. Rep. of the Congo,Central African Rep.,5342
Rwanda,Central African Rep.,177
Sudan,Central African Rep.,1880
Central African Rep.,Chad,91783
Dem. Rep. of the Congo,Chad,337
Nigeria,Chad,2580
Sudan,Chad,348562
Somalia,China,120
Viet Nam,China,300896
Central African Rep.,Cameroon,218201
Dem. Rep. of the Congo,Cameroon,472
Nigeria,Cameroon,2231
Rwanda,Cameroon,825
Angola,Congo,467
Central African Rep.,Congo,21695
Dem. Rep. of the Congo,Congo,23376
Rwanda,Congo,9104
Angola,Dem. Rep. of the Congo,558
Burundi,Dem. Rep. of the Congo,9259
Central African Rep.,Dem. Rep. of the Congo,68165
Rwanda,Dem. Rep. of the Congo,38028
South Sudan,Dem. Rep. of the Congo,1790
Eritrea,Djibouti,303
Somalia,Djibouti,19720
Somalia,Eritrea,2758
Dem. Rep. of the Congo,Ethiopia,427
Eritrea,Ethiopia,123784
Somalia,Ethiopia,245097
Sudan,Ethiopia,35447
South Sudan,Ethiopia,251791
Afghanistan,France,3838
Angola,France,3338
Azerbaijan,France,2771
Burundi,France,367
Central African Rep.,France,1004
Dem. Rep. of the Congo,France,13727
Eritrea,France,1671
Palestinian,France,414
Iraq,France,2991
Liberia,France,221
Sri Lanka,France,23966
Mali,France,3934
Myanmar,France,299
Nigeria,France,1102
Rwanda,France,2833
Somalia,France,1896
Viet Nam,France,8281
Sudan,France,2746
Syrian Arab Rep.,France,2882
Iraq,Georgia,127
Afghanistan,Germany,27814
Angola,Germany,800
Azerbaijan,Germany,2167
Dem. Rep. of the Congo,Germany,1646
Eritrea,Germany,4716
Palestinian,Germany,250
Iraq,Germany,41167
Sri Lanka,Germany,4046
Myanmar,Germany,769
Nigeria,Germany,867
Rwanda,Germany,173
Somalia,Germany,4205
Viet Nam,Germany,1449
Sudan,Germany,330
Syrian Arab Rep.,Germany,40994
Liberia,Ghana,5262
Sudan,Ghana,233
Liberia,Guinea,1787
Central African Rep.,Cote d'Ivoire,240
Dem. Rep. of the Congo,Cote d'Ivoire,168
Liberia,Cote d'Ivoire,1086
Afghanistan,India,10395
Iraq,India,115
Sri Lanka,India,65057
Myanmar,India,14301
Somalia,India,654
Afghanistan,Indonesia,1681
Palestinian,Indonesia,288
Iraq,Indonesia,173
Sri Lanka,Indonesia,272
Myanmar,Indonesia,760
Somalia,Indonesia,322
Sudan,Indonesia,118
Afghanistan,Iran (Islamic Rep. of),29188
Iraq,Iran (Islamic Rep. of),688
Palestinian,Iraq,9246
Syrian Arab Rep.,Iraq,234196
Iraq,Jordan,29263
Somalia,Jordan,598
Sudan,Jordan,1013
Syrian Arab Rep.,Jordan,623112
Myanmar,Japan,1889
Afghanistan,Kazakhstan,578
Burundi,Kenya,657
Dem. Rep. of the Congo,Kenya,9324
Eritrea,Kenya,1333
Rwanda,Kenya,825
Somalia,Kenya,424691
Sudan,Kenya,3381
South Sudan,Kenya,89226
Afghanistan,Kyrgyzstan,386
Myanmar,Rep. of Korea,180
Syrian Arab Rep.,Rep. of Korea,503
Eritrea,Libya,485
Palestinian,Libya,5391
Iraq,Libya,2520
Somalia,Libya,164
Sudan,Libya,658
Syrian Arab Rep.,Libya,18653
Iraq,Lebanon,5986
Sudan,Lebanon,357
Syrian Arab Rep.,Lebanon,1147494
Iraq,Luxembourg,204
Central African Rep.,Mauritania,217
Mali,Mauritania,48912
Syrian Arab Rep.,Rep. of Moldova,186
Central African Rep.,Mali,874
Dem. Rep. of the Congo,Mali,213
Afghanistan,Malaysia,184
Palestinian,Malaysia,287
Iraq,Malaysia,563
Sri Lanka,Malaysia,1587
Myanmar,Malaysia,93857
Somalia,Malaysia,850
Syrian Arab Rep.,Malaysia,447
Burundi,Malawi,1335
Dem. Rep. of the Congo,Malawi,2511
Rwanda,Malawi,1980
Dem. Rep. of the Congo,Morocco,123
Syrian Arab Rep.,Morocco,647
Burundi,Mozambique,971
Dem. Rep. of the Congo,Mozambique,2651
Rwanda,Mozambique,796
Burundi,Namibia,209
Dem. Rep. of the Congo,Namibia,1384
Rwanda,Namibia,110
Myanmar,Nepal,101
Mali,Niger,47466
Dem. Rep. of the Congo,Nigeria,531
Mali,Nigeria,117
Iraq,Oman,143
Afghanistan,Pakistan,1504912
Somalia,Pakistan,412
Iraq,Qatar,110
Afghanistan,Romania,120
Iraq,Romania,323
Syrian Arab Rep.,Romania,1278
Burundi,South Africa,3653
Dem. Rep. of the Congo,South Africa,30125
Eritrea,South Africa,2219
Rwanda,South Africa,1814
Somalia,South Africa,40133
Sudan,South Africa,183
Burundi,Rwanda,388
Dem. Rep. of the Congo,Rwanda,73400
Eritrea,Saudi Arabia,376
Rwanda,Senegal,274
Liberia,Sierra Leone,1326
Central African Rep.,Sudan,4113
Eritrea,Sudan,109196
Somalia,Sudan,181
South Sudan,Sudan,115451
Syrian Arab Rep.,Sudan,797
Central African Rep.,South Sudan,2040
Dem. Rep. of the Congo,South Sudan,15485
Sudan,South Sudan,225727
Burundi,Eswatini,113
Dem. Rep. of the Congo,Eswatini,232
Rwanda,Eswatini,106
Afghanistan,Switzerland,4119
Angola,Switzerland,975
Dem. Rep. of the Congo,Switzerland,1337
Eritrea,Switzerland,16091
Iraq,Switzerland,3751
Sri Lanka,Switzerland,3731
Nigeria,Switzerland,142
Rwanda,Switzerland,163
Somalia,Switzerland,4279
Viet Nam,Switzerland,1203
Sudan,Switzerland,200
Syrian Arab Rep.,Switzerland,5161
Afghanistan,Syrian Arab Rep.,1214
Iraq,Syrian Arab Rep.,22980
Somalia,Syrian Arab Rep.,630
Sudan,Syrian Arab Rep.,653
Burundi,United Rep. of Tanzania,34313
Dem. Rep. of the Congo,United Rep. of Tanzania,53881
Somalia,United Rep. of Tanzania,150
Palestinian,Thailand,269
Sri Lanka,Thailand,159
Myanmar,Thailand,73762
Afghanistan,Tajikistan,359
Central African Rep.,Togo,337
Dem. Rep. of the Congo,Togo,101
Rwanda,Togo,214
Syrian Arab Rep.,Tunisia,438
Afghanistan,Turkey,4188
Palestinian,Turkey,849
Iraq,Turkey,17542
Somalia,Turkey,2389
Sudan,Turkey,218
Syrian Arab Rep.,Turkey,236496
Iraq,United Arab Emirates,348
Burundi,Uganda,11903
Dem. Rep. of the Congo,Uganda,178217
Eritrea,Uganda,2600
Rwanda,Uganda,14312
Somalia,Uganda,17010
Sudan,Uganda,1802
South Sudan,Uganda,157053
Afghanistan,Uzbekistan,123
Eritrea,Yemen,1254
Palestinian,Yemen,463
Iraq,Yemen,3391
Somalia,Yemen,244204
Syrian Arab Rep.,Yemen,2276
Burundi,Zambia,2501
Dem. Rep. of the Congo,Zambia,18598
Rwanda,Zambia,1904
Somalia,Zambia,2314
Burundi,Zimbabwe,593
Dem. Rep. of the Congo,Zimbabwe,4866
Rwanda,Zimbabwe,484
Eritrea,Egypt,1405
Palestinian,Egypt,70021
Iraq,Egypt,4347
Somalia,Egypt,4491
Sudan,Egypt,11296
South Sudan,Egypt,1686
Syrian Arab Rep.,Egypt,117635
Syrian Arab Rep.,Argentina,276
Azerbaijan,Armenia,1501
Iraq,Armenia,1019
Syrian Arab Rep.,Armenia,611
Afghanistan,Azerbaijan,602
Iraq,Bahrain,237
Dem. Rep. of the Congo,Burundi,53029
Rwanda,Burundi,304
Afghanistan,Belgium,2934
Angola,Belgium,100
Burundi,Belgium,311
Dem. Rep. of the Congo,Belgium,1008
Eritrea,Belgium,700
Iraq,Belgium,1943
Sri Lanka,Belgium,387
Rwanda,Belgium,897
Somalia,Belgium,648
Sudan,Belgium,123
Syrian Arab Rep.,Belgium,4239
Central African Rep.,Benin,349
Myanmar,Bangladesh,4396
Central African Rep.,Burkina Faso,153
Mali,Burkina Faso,33574
Afghanistan,Belarus,403
Syrian Arab Rep.,Belarus,138
Somalia,Botswana,330
Angola,Brazil,1083
Dem. Rep. of the Congo,Brazil,1045
Palestinian,Brazil,384
Iraq,Brazil,261
Liberia,Brazil,258
Nigeria,Brazil,100
Syrian Arab Rep.,Brazil,2271
Dem. Rep. of the Congo,Central African Rep.,4798
Rwanda,Central African Rep.,173
Sudan,Central African Rep.,1987
Central African Rep.,Chad,63397
Dem. Rep. of the Congo,Chad,185
Nigeria,Chad,5689
Sudan,Chad,299750
Somalia,China,117
Central African Rep.,Cameroon,267463
Dem. Rep. of the Congo,Cameroon,512
Nigeria,Cameroon,43634
Rwanda,Cameroon,858
Sudan,Cameroon,145
Angola,Congo,303
Central African Rep.,Congo,23664
Dem. Rep. of the Congo,Congo,12267
Rwanda,Congo,8549
Angola,Dem. Rep. of the Congo,561
Burundi,Dem. Rep. of the Congo,23163
Central African Rep.,Dem. Rep. of the Congo,107929
Rwanda,Dem. Rep. of the Congo,245052
South Sudan,Dem. Rep. of the Congo,5597
Eritrea,Djibouti,319
Somalia,Djibouti,12323
