source,target,value
Sudan,Syrian Arab Rep.,598
Burundi,United Rep. of Tanzania,35343
Dem. Rep. of the Congo,United Rep. of Tanzania,63330
Somalia,United Rep. of Tanzania,2105
China,Thailand,117
Sri Lanka,Thailand,225
Myanmar,Thailand,83317
Pakistan,Thailand,274
Somalia,Thailand,136
Afghanistan,Tajikistan,2196
Dem. Rep. of the Congo,Togo,101
Ghana,Togo,17371
Cote d'Ivoire,Togo,5593
Mali,Togo,137
Rwanda,Togo,224
Eritrea,Tunisia,130
Iraq,Tunisia,137
Somalia,Tunisia,510
Sudan,Tunisia,427
Afghanistan,Turkey,3517
Palestinian,Turkey,146
Iran (Islamic Rep. of),Turkey,3040
Iraq,Turkey,9478
Kyrgyzstan,Turkey,163
Somalia,Turkey,1669
Sudan,Turkey,179
Syrian Arab Rep.,Turkey,151168
Iraq,United Arab Emirates,548
Burundi,Uganda,10728
Dem. Rep. of the Congo,Uganda,127021
Eritrea,Uganda,4630
Ethiopia,Uganda,1529
Kenya,Uganda,1124
Rwanda,Uganda,14684
Somalia,Uganda,19000
Sudan,Uganda,7910
South Sudan,Uganda,11135
Afghanistan,Ukraine,1480
Armenia,Ukraine,200
Azerbaijan,Ukraine,181
Russian Federation,Ukraine,105
Somalia,Ukraine,112
Afghanistan,Uzbekistan,173
Colombia,Venezuela (Bolivarian Republic of),3563
Eritrea,Yemen,1055
Ethiopia,Yemen,5221
Palestinian,Yemen,401
Iraq,Yemen,3431
Somalia,Yemen,226909
Burundi,Zambia,1982
Dem. Rep. of the Congo,Zambia,14784
Rwanda,Zambia,4989
Somalia,Zambia,1472
Uganda,Zambia,112
Burundi,Zimbabwe,526
Dem. Rep. of the Congo,Zimbabwe,2978
Rwanda,Zimbabwe,704
Eritrea,Egypt,1523
Ethiopia,Egypt,1029
Palestinian,Egypt,70026
Cote d'Ivoire,Egypt,312
Iraq,Egypt,5506
Somalia,Egypt,6316
Sudan,Egypt,12927
South Sudan,Egypt,299
Syrian Arab Rep.,Egypt,131659
Yemen,Egypt,216
Armenia,Argentina,122
Colombia,Argentina,526
Cuba,Argentina,345
Peru,Argentina,582
Syrian Arab Rep.,Argentina,159
Azerbaijan,Armenia,1607
Iraq,Armenia,967
Afghanistan,Azerbaijan,603
Russian Federation,Azerbaijan,657
Iraq,Bahrain,294
Dem. Rep. of the Congo,Burundi,45124
Rwanda,Burundi,346
Afghanistan,Belgium,1636
Albania,Belgium,355
Burundi,Belgium,261
China,Belgium,958
Cameroon,Belgium,288
Dem. Rep. of the Congo,Belgium,860
Djibouti,Belgium,103
Guinea,Belgium,1878
Cote d'Ivoire,Belgium,133
Iran (Islamic Rep. of),Belgium,486
Iraq,Belgium,1375
Sri Lanka,Belgium,302
Mauritania,Belgium,127
Russian Federation,Belgium,2177
Rwanda,Belgium,798
Serbia and Kosovo: S/RES/1244 (1999),Belgium,822
Senegal,Belgium,252
Somalia,Belgium,307
Syrian Arab Rep.,Belgium,471
Togo,Belgium,115
Turkey,Belgium,472
Cote d'Ivoire,Benin,159
Myanmar,Bangladesh,4190
Chad,Burkina Faso,187
Mali,Burkina Faso,28684
Afghanistan,Belarus,405
Colombia,Bolivia (Plurinational State of),178
Peru,Bolivia (Plurinational State of),513
Dem. Rep. of the Congo,Botswana,174
Namibia,Botswana,977
Somalia,Botswana,450
Zimbabwe,Botswana,995
Angola,Brazil,1062
Bolivia (Plurinational State of),Brazil,143
Dem. Rep. of the Congo,Brazil,617
Colombia,Brazil,1147
Cuba,Brazil,135
Palestinian,Brazil,212
Iraq,Brazil,217
Liberia,Brazil,258
Sierra Leone,Brazil,137
Syrian Arab Rep.,Brazil,333
Croatia,Bosnia and Herzegovina,6709
Serbia and Kosovo: S/RES/1244 (1999),Bosnia and Herzegovina,147
Afghanistan,Canada,391
Albania,Canada,121
Egypt,Canada,264
Burundi,Canada,179
China,Canada,999
Cameroon,Canada,119
Dem. Rep. of the Congo,Canada,291
Colombia,Canada,526
Cuba,Canada,157
Eritrea,Canada,182
Ethiopia,Canada,131
Haiti,Canada,617
Honduras,Canada,144
Hungary,Canada,414
India,Canada,173
Iran (Islamic Rep. of),Canada,293
Iraq,Canada,126
Jamaica,Canada,122
Saint Lucia,Canada,167
Sri Lanka,Canada,438
Mexico,Canada,288
Nigeria,Canada,285
Pakistan,Canada,913
El Salvador,Canada,187
Somalia,Canada,263
Syrian Arab Rep.,Canada,464
Turkey,Canada,219
United States of America,Canada,408
Saint Vincent and the Grenadines,Canada,164
Central African Rep.,Chad,72614
Dem. Rep. of the Congo,Chad,313
Nigeria,Chad,553
Sudan,Chad,334234
Viet Nam,China,300896
Central African Rep.,Cameroon,102195
Chad,Cameroon,1721
Dem. Rep. of the Congo,Cameroon,464
Cote d'Ivoire,Cameroon,109
Nigeria,Cameroon,1749
Rwanda,Cameroon,823
Angola,Congo,326
Central African Rep.,Congo,10084
Dem. Rep. of the Congo,Congo,31936
Rwanda,Congo,8496
Angola,Dem. Rep. of the Congo,558
Burundi,Dem. Rep. of the Congo,9762
Central African Rep.,Dem. Rep. of the Congo,53385
Congo,Dem. Rep. of the Congo,673
Rwanda,Dem. Rep. of the Congo,43674
Sudan,Dem. Rep. of the Congo,2564
Uganda,Dem. Rep. of the Congo,2686
Colombia,Costa Rica,6434
Cuba,Costa Rica,845
Nicaragua,Costa Rica,601
Peru,Costa Rica,228
El Salvador,Costa Rica,148
Venezuela (Bolivarian Republic of),Costa Rica,221
Western Sahara,Cuba,353
Eritrea,Djibouti,330
Ethiopia,Djibouti,497
Somalia,Djibouti,19169
Haiti,Dominican Rep.,716
Afghanistan,Ecuador,112
Colombia,Ecuador,23845
Cuba,Ecuador,228
Somalia,Eritrea,3054
Dem. Rep. of the Congo,Ethiopia,516
Eritrea,Ethiopia,84377
Kenya,Ethiopia,2894
Somalia,Ethiopia,240825
Sudan,Ethiopia,33582
South Sudan,Ethiopia,71506
Afghanistan,France,3213
Albania,France,1925
Algeria,France,1333
Angola,France,3349
Egypt,France,422
Armenia,France,3919
Azerbaijan,France,2709
Burundi,France,361
Bangladesh,France,3336
Bhutan,France,102
Belarus,France,491
Bosnia and Herzegovina,France,4174
Cambodia,France,12560
Central African Rep.,France,605
Chad,France,1172
China,France,1904
Cameroon,France,790
Congo,France,3371
Dem. Rep. of the Congo,France,13513
Comoros,France,474
Colombia,France,480
Cuba,France,138
Djibouti,France,122
Eritrea,France,1508
Ethiopia,France,598
Gambia,France,140
Palestinian,France,314
Georgia,France,2571
Ghana,France,544
Guinea-Bissau,France,941
Guinea,France,4668
Haiti,France,3741
Cote d'Ivoire,France,2410
India,France,197
Iran (Islamic Rep. of),France,2311
Iraq,France,2677
Kazakhstan,France,444
Kyrgyzstan,France,252
Lao People's Dem. Rep.,France,7261
Liberia,France,228
Lebanon,France,105
Sri Lanka,France,23762
Madagascar,France,236
Mauritania,France,5101
North Macedonia,France,316
Rep. of Moldova,France,380
Mali,France,3719
Mongolia,France,350
Morocco,France,197
Myanmar,France,254
Nepal,France,100
Nigeria,France,988
Pakistan,France,683
Peru,France,292
Poland,France,160
Romania,France,167
Russian Federation,France,12795
Rwanda,France,2840
Serbia and Kosovo: S/RES/1244 (1999),France,11738
Senegal,France,629
Sierra Leone,France,457
Somalia,France,1674
Viet Nam,France,8528
Sudan,France,2430
Slovakia,France,125
Syrian Arab Rep.,France,1474
Togo,France,731
Tunisia,France,199
Turkey,France,10867
Ukraine,France,732
Uzbekistan,France,217
Chad,Gabon,992
Congo,Gabon,251
Cote d'Ivoire,Gambia,268
Senegal,Gambia,9025
Sierra Leone,Gambia,135
Russian Federation,Georgia,271
Afghanistan,Germany,24203
Albania,Germany,296
Algeria,Germany,307
Angola,Germany,850
Egypt,Germany,266
Armenia,Germany,1022
Azerbaijan,Germany,2082
Bangladesh,Germany,118
Belarus,Germany,155
Bosnia and Herzegovina,Germany,1344
China,Germany,1490
Chile,Germany,196
Cameroon,Germany,528
Congo,Germany,194
Dem. Rep. of the Congo,Germany,1672
Cuba,Germany,126
Czechia,Germany,510
Eritrea,Germany,3984
Ethiopia,Germany,2639
Gambia,Germany,126
Georgia,Germany,333
Ghana,Germany,236
Guinea,Germany,472
Croatia,Germany,359
Hungary,Germany,308
Cote d'Ivoire,Germany,185
India,Germany,401
Iran (Islamic Rep. of),Germany,17150
Iraq,Germany,40230
Japan,Germany,112
Kenya,Germany,158
Rep. of Korea,Germany,122
Dem. People's Rep. of Korea,Germany,112
Libya,Germany,141
Lebanon,Germany,449
Sri Lanka,Germany,4077
North Macedonia,Germany,341
Morocco,Germany,144
Montenegro,Germany,218
Myanmar,Germany,825
Nigeria,Germany,720
Pakistan,Germany,3387
Poland,Germany,742
Romania,Germany,182
Russian Federation,Germany,4358
Rwanda,Germany,170
Serbia and Kosovo: S/RES/1244 (1999),Germany,8410
Sierra Leone,Germany,323
Somalia,Germany,3512
Viet Nam,Germany,1495
Sudan,Germany,296
Syrian Arab Rep.,Germany,21253
Togo,Germany,1404
Turkey,Germany,24449
Uganda,Germany,120
Ukraine,Germany,261
United States of America,Germany,238
Yemen,Germany,112
Stateless,Germany,920
Cote d'Ivoire,Ghana,9567
Liberia,Ghana,5249
Sudan,Ghana,256
Togo,Ghana,3416
Senegal,Guinea-Bissau,8445
Nicaragua,Guatemala,104
Cote d'Ivoire,Guinea,6493
Liberia,Guinea,1761
Sierra Leone,Guinea,193
Bosnia and Herzegovina,Croatia,332
Serbia and Kosovo: S/RES/1244 (1999),Croatia,200
Congo,Cote d'Ivoire,161
Dem. Rep. of the Congo,Cote d'Ivoire,159
Liberia,Cote d'Ivoire,2366
Afghanistan,India,10328
Iran (Islamic Rep. of),India,121
Iraq,India,130
Sri Lanka,India,65674
Myanmar,India,11122
Somalia,India,729
Afghanistan,Indonesia,1128
Palestinian,Indonesia,159
Iran (Islamic Rep. of),Indonesia,208
Iraq,Indonesia,105
Sri Lanka,Indonesia,286
Myanmar,Indonesia,781
Pakistan,Indonesia,120
Somalia,Indonesia,294
Afghanistan,Ireland,129
Algeria,Ireland,194
Angola,Ireland,265
Congo,Ireland,232
Dem. Rep. of the Congo,Ireland,260
Czechia,Ireland,102
Iran (Islamic Rep. of),Ireland,118
Iraq,Ireland,380
Libya,Ireland,174
Rep. of Moldova,Ireland,126
Nigeria,Ireland,477
Pakistan,Ireland,143
Romania,Ireland,347
Russian Federation,Ireland,188
Serbia and Kosovo: S/RES/1244 (1999),Ireland,214
Somalia,Ireland,559
Sudan,Ireland,186
Ukraine,Ireland,104
Zimbabwe,Ireland,171
Afghanistan,Iran (Islamic Rep. of),27881
Iraq,Iran (Islamic Rep. of),870
Palestinian,Iraq,9992
Iran (Islamic Rep. of),Iraq,7992
Syrian Arab Rep.,Iraq,212809
Turkey,Iraq,15496
Iraq,Jordan,55509
Somalia,Jordan,486
Sudan,Jordan,474
Syrian Arab Rep.,Jordan,585304
Myanmar,Japan,1831
Viet Nam,Japan,212
Afghanistan,Kazakhstan,537
Burundi,Kenya,1167
Dem. Rep. of the Congo,Kenya,8076
Eritrea,Kenya,1432
Ethiopia,Kenya,23524
Rwanda,Kenya,931
Somalia,Kenya,475304
Sudan,Kenya,3907
South Sudan,Kenya,19930
Uganda,Kenya,602
Afghanistan,Kyrgyzstan,405
Myanmar,Rep. of Korea,175
Iraq,Kuwait,439
Somalia,Kuwait,119
Cote d'Ivoire,Liberia,52786
Sierra Leone,Liberia,375
Eritrea,Libya,480
Palestinian,Libya,4815
Iraq,Libya,2523
Somalia,Libya,167
Sudan,Libya,651
Syrian Arab Rep.,Libya,16796
Iraq,Lebanon,4944
Sudan,Lebanon,177
Syrian Arab Rep.,Lebanon,851284
Pakistan,Sri Lanka,143
Cote d'Ivoire,Mauritania,226
Mali,Mauritania,66393
Serbia and Kosovo: S/RES/1244 (1999),North Macedonia,685
Syrian Arab Rep.,Rep. of Moldova,139
Colombia,Mexico,255
Guatemala,Mexico,324
Haiti,Mexico,175
Honduras,Mexico,288
El Salvador,Mexico,418
Dem. Rep. of the Congo,Mali,195
Cote d'Ivoire,Mali,1110
Mauritania,Mali,12897
Afghanistan,Malaysia,187
Palestinian,Malaysia,241
Indonesia,Malaysia,149
Iran (Islamic Rep. of),Malaysia,197
Iraq,Malaysia,530
Sri Lanka,Malaysia,1810
Myanmar,Malaysia,92263
Pakistan,Malaysia,152
Somalia,Malaysia,930
Syrian Arab Rep.,Malaysia,101
Burundi,Malawi,1325
Dem. Rep. of the Congo,Malawi,2485
Rwanda,Malawi,1935
Dem. Rep. of the Congo,Morocco,126
Cote d'Ivoire,Morocco,291
Syrian Arab Rep.,Morocco,856
Burundi,Mozambique,965
Dem. Rep. of the Congo,Mozambique,2578
Rwanda,Mozambique,785
Serbia and Kosovo: S/RES/1244 (1999),Montenegro,6967
Burundi,Namibia,245
Dem. Rep. of the Congo,Namibia,1900
Rwanda,Namibia,120
Bhutan,Nepal,30977
Pakistan,Nepal,180
Tibetan,Nepal,15000
Chad,Niger,143
Mali,Niger,48928
El Salvador,Nicaragua,102
Cameroon,Nigeria,548
Dem. Rep. of the Congo,Nigeria,600
Cote d'Ivoire,Nigeria,105
Liberia,Nigeria,123
Iraq,Oman,131
Afghanistan,Pakistan,1615876
Somalia,Pakistan,456
Colombia,Panama,1957
Cuba,Panama,116
Nicaragua,Panama,173
El Salvador,Panama,269
Colombia,Peru,436
Cuba,Peru,480
Indonesia,Papua New Guinea,4787
Iraq,Qatar,114
Syrian Arab Rep.,Romania,418
Burundi,Rwanda,337
Dem. Rep. of the Congo,Rwanda,72988
Eritrea,Saudi Arabia,379
Bosnia and Herzegovina,Serbia and Kosovo: S/RES/1244 (1999),15296
Croatia,Serbia and Kosovo: S/RES/1244 (1999),41762
Mauritania,Senegal,13703
Rwanda,Senegal,274
Liberia,Sierra Leone,2776
Ethiopia,Somalia,2305
Chad,Sudan,8263
Eritrea,Sudan,109640
Ethiopia,Sudan,5108
Somalia,Sudan,753
Uganda,Sudan,219
Central African Rep.,South Sudan,1634
Dem. Rep. of the Congo,South Sudan,13933
Ethiopia,South Sudan,5890
Sudan,South Sudan,208130
Dem. Rep. of the Congo,Eswatini,258
Afghanistan,Switzerland,2578
Algeria,Switzerland,179
Angola,Switzerland,1055
Bosnia and Herzegovina,Switzerland,2603
Cambodia,Switzerland,364
China,Switzerland,1684
Cameroon,Switzerland,194
Dem. Rep. of the Congo,Switzerland,1287
Colombia,Switzerland,308
Eritrea,Switzerland,13106
Ethiopia,Switzerland,657
Guinea,Switzerland,101
Cote d'Ivoire,Switzerland,134
Iran (Islamic Rep. of),Switzerland,1355
Iraq,Switzerland,3883
Lao People's Dem. Rep.,Switzerland,149
Libya,Switzerland,199
Sri Lanka,Switzerland,3065
North Macedonia,Switzerland,153
Nigeria,Switzerland,113
Russian Federation,Switzerland,601
Rwanda,Switzerland,168
Serbia and Kosovo: S/RES/1244 (1999),Switzerland,3542
Somalia,Switzerland,4101
Viet Nam,Switzerland,1255
Sudan,Switzerland,167
Syrian Arab Rep.,Switzerland,2012
Togo,Switzerland,703
Tunisia,Switzerland,333
Turkey,Switzerland,3638
Yemen,Switzerland,252
Stateless,Switzerland,142
Afghanistan,Syrian Arab Rep.,1141
Iraq,Syrian Arab Rep.,28300
Somalia,Syrian Arab Rep.,1007
Sudan,Syrian Arab Rep.,548
Burundi,United Rep. of Tanzania,35183
Dem. Rep. of the Congo,United Rep. of Tanzania,64569
Somalia,United Rep. of Tanzania,2136
Palestinian,Thailand,120
Sri Lanka,Thailand,147
Myanmar,Thailand,44848
Pakistan,Thailand,190
Viet Nam,Thailand,119
Afghanistan,Tajikistan,103
Ghana,Togo,17746
Cote d'Ivoire,Togo,2433
Rwanda,Togo,224
Somalia,Tunisia,139
Sudan,Tunisia,142
Syrian Arab Rep.,Tunisia,164
Afghanistan,Turkey,3926
Palestinian,Turkey,588
Iran (Islamic Rep. of),Turkey,3321
Iraq,Turkey,13467
Kyrgyzstan,Turkey,211
Somalia,Turkey,2153
Sudan,Turkey,174
Syrian Arab Rep.,Turkey,125
Iraq,United Arab Emirates,540
Burundi,Uganda,10587
Dem. Rep. of the Congo,Uganda,155742
Eritrea,Uganda,1992
Ethiopia,Uganda,880
Kenya,Uganda,1197
Rwanda,Uganda,13376
Somalia,Uganda,13144
Sudan,Uganda,1068
South Sudan,Uganda,22510
Colombia,Uruguay,115
Afghanistan,Uzbekistan,133
Colombia,Venezuela (Bolivarian Republic of),4259
Eritrea,Yemen,1009
Ethiopia,Yemen,5740
Palestinian,Yemen,448
Iraq,Yemen,3416
Somalia,Yemen,230506
Burundi,Zambia,2035
Dem. Rep. of the Congo,Zambia,16684
Rwanda,Zambia,1995
Somalia,Zambia,1516
Uganda,Zambia,102
Burundi,Zimbabwe,568
Dem. Rep. of the Congo,Zimbabwe,4725
Rwanda,Zimbabwe,741
Pakistan,Afghanistan,280229
Eritrea,Egypt,1625
Ethiopia,Egypt,1138
Palestinian,Egypt,70023
Cote d'Ivoire,Egypt,298
Iraq,Egypt,5149
Somalia,Egypt,5733
Sudan,Egypt,12730
South Sudan,Egypt,542
Syrian Arab Rep.,Egypt,138381
Yemen,Egypt,198
Armenia,Argentina,122
Colombia,Argentina,551
Cuba,Argentina,342
Peru,Argentina,582
Syrian Arab Rep.,Argentina,233
Azerbaijan,Armenia,1554
Iraq,Armenia,979
Afghanistan,Azerbaijan,618
Russian Federation,Azerbaijan,557
Iraq,Bahrain,303
Dem. Rep. of the Congo,Burundi,52631
Rwanda,Burundi,281
Central African Rep.,Benin,234
Cote d'Ivoire,Benin,155
Myanmar,Bangladesh,4535
Mali,Burkina Faso,31604
Afghanistan,Belarus,399
Ukraine,Belarus,284
Colombia,Bolivia (Plurinational State of),184
Peru,Bolivia (Plurinational State of),513
Dem. Rep. of the Congo,Botswana,165
Namibia,Botswana,978
Somalia,Botswana,374
Zimbabwe,Botswana,946
Angola,Brazil,1070
Bolivia (Plurinational State of),Brazil,145
Dem. Rep. of the Congo,Brazil,791
Colombia,Brazil,1200
Cuba,Brazil,135
Palestinian,Brazil,314
Iraq,Brazil,233
Liberia,Brazil,258
Lebanon,Brazil,394
Sierra Leone,Brazil,137
Syrian Arab Rep.,Brazil,1739
Croatia,Bosnia and Herzegovina,6703
Serbia and Kosovo: S/RES/1244 (1999),Bosnia and Herzegovina,140
Afghanistan,Canada,396
Albania,Canada,145
Egypt,Canada,288
Bangladesh,Canada,235
China,Canada,917
Cameroon,Canada,145
Dem. Rep. of the Congo,Canada,142
Colombia,Canada,406
Cuba,Canada,120
Djibouti,Canada,121
Eritrea,Canada,203
Haiti,Canada,202
Honduras,Canada,146
Hungary,Canada,340
India,Canada,114
Iran (Islamic Rep. of),Canada,258
Iraq,Canada,333
Jamaica,Canada,134
Libya,Canada,107
Sri Lanka,Canada,229
Nigeria,Canada,332
Pakistan,Canada,854
Russian Federation,Canada,117
El Salvador,Canada,126
Somalia,Canada,189
Syrian Arab Rep.,Canada,685
Turkey,Canada,167
Ukraine,Canada,214
Chad,Central African Rep.,207
Dem. Rep. of the Congo,Central African Rep.,5342
Rwanda,Central African Rep.,177
Sudan,Central African Rep.,1880
Central African Rep.,Chad,91783
Dem. Rep. of the Congo,Chad,337
Nigeria,Chad,2580
Sudan,Chad,348562
Somalia,China,120
Viet Nam,China,300896
Central African Rep.,Cameroon,218201
Chad,Cameroon,1738
Dem. Rep. of the Congo,Cameroon,472
Cote d'Ivoire,Cameroon,112
Nigeria,Cameroon,2231
Rwanda,Cameroon,825
Angola,Congo,467
Central African Rep.,Congo,21695
Dem. Rep. of the Congo,Congo,23376
Rwanda,Congo,9104
Angola,Dem. Rep. of the Congo,558
Burundi,Dem. Rep. of the Congo,9259
Central African Rep.,Dem. Rep. of the Congo,68165
Congo,Dem. Rep. of the Congo,671
Rwanda,Dem. Rep. of the Congo,38028
South Sudan,Dem. Rep. of the Congo,1790
Uganda,Dem. Rep. of the Congo,1213
Western Sahara,Cuba,246
Eritrea,Djibouti,303
Ethiopia,Djibouti,487
Somalia,Djibouti,19720
Haiti,Dominican Rep.,603
Somalia,Eritrea,2758
Dem. Rep. of the Congo,Ethiopia,427
Eritrea,Ethiopia,123784
Kenya,Ethiopia,2728
Somalia,Ethiopia,245097
Sudan,Ethiopia,35447
South Sudan,Ethiopia,251791
Afghanistan,France,3838
Albania,France,2522
Algeria,France,1353
Angola,France,3338
Egypt,France,662
Armenia,France,4063
Azerbaijan,France,2771
Burundi,France,367
Bangladesh,France,3717
Bhutan,France,109
Burkina Faso,France,107
Belarus,France,502
Bosnia and Herzegovina,France,4078
Cambodia,France,12003
Central African Rep.,France,1004
Chad,France,1197
China,France,2476
Cameroon,France,796
Congo,France,3252
Dem. Rep. of the Congo,France,13727
Comoros,France,514
Colombia,France,470
Cuba,France,140
Djibouti,France,136
Eritrea,France,1671
Ethiopia,France,601
Gambia,France,164
Palestinian,France,414
Georgia,France,2714
Ghana,France,526
Guinea-Bissau,France,929
Guinea,France,5201
Haiti,France,3523
Cote d'Ivoire,France,2516
India,France,199
Iran (Islamic Rep. of),France,2359
Iraq,France,2991
Kazakhstan,France,475
Kyrgyzstan,France,282
Dem. People's Rep. of Korea,France,146
Lao People's Dem. Rep.,France,7036
Liberia,France,221
Lebanon,France,108
Sri Lanka,France,23966
Madagascar,France,214
Mauritania,France,5058
North Macedonia,France,316
Rep. of Moldova,France,356
Mali,France,3934
Mongolia,France,359
Morocco,France,225
Myanmar,France,299
Nepal,France,108
Nigeria,France,1102
Pakistan,France,836
Peru,France,285
Poland,France,154
Romania,France,159
Russian Federation,France,13644
Rwanda,France,2833
Serbia and Kosovo: S/RES/1244 (1999),France,12119
Senegal,France,706
Sierra Leone,France,462
Somalia,France,1896
Viet Nam,France,8281
Sudan,France,2746
Slovakia,France,120
Syrian Arab Rep.,France,2882
Togo,France,699
Tunisia,France,220
Turkey,France,10699
Ukraine,France,737
Uzbekistan,France,221
Western Sahara,France,185
Chad,Gabon,661
Congo,Gabon,189
Cote d'Ivoire,Gambia,243
Senegal,Gambia,11036
Sierra Leone,Gambia,134
Iraq,Georgia,127
Russian Federation,Georgia,245
Afghanistan,Germany,27814
Albania,Germany,366
Algeria,Germany,301
Angola,Germany,800
Egypt,Germany,355
Armenia,Germany,1127
Azerbaijan,Germany,2167
Bangladesh,Germany,153
Belarus,Germany,155
Bosnia and Herzegovina,Germany,1381
China,Germany,1530
Chile,Germany,194
Cameroon,Germany,538
Congo,Germany,194
Dem. Rep. of the Congo,Germany,1646
Cuba,Germany,113
Czechia,Germany,859
Eritrea,Germany,4716
Ethiopia,Germany,2695
Gambia,Germany,144
Palestinian,Germany,250
Georgia,Germany,343
Ghana,Germany,256
Guinea,Germany,569
Croatia,Germany,345
Hungary,Germany,295
Cote d'Ivoire,Germany,171
India,Germany,417
Iran (Islamic Rep. of),Germany,18814
Iraq,Germany,41167
Jordan,Germany,107
Japan,Germany,216
Kenya,Germany,182
Rep. of Korea,Germany,141
Dem. People's Rep. of Korea,Germany,104
Libya,Germany,267
Lebanon,Germany,489
Sri Lanka,Germany,4046
North Macedonia,Germany,390
Morocco,Germany,154
Montenegro,Germany,220
Myanmar,Germany,769
Nigeria,Germany,867
Pakistan,Germany,4331
Poland,Germany,718
Romania,Germany,177
Russian Federation,Germany,4608
Rwanda,Germany,173
Serbia and Kosovo: S/RES/1244 (1999),Germany,9294
Sierra Leone,Germany,324
Somalia,Germany,4205
Viet Nam,Germany,1449
Sudan,Germany,330
Syrian Arab Rep.,Germany,40994
Togo,Germany,1293
Turkey,Germany,22242
Uganda,Germany,120
Ukraine,Germany,299
United States of America,Germany,216
Yemen,Germany,109
Stateless,Germany,1559
Cote d'Ivoire,Ghana,9779
Liberia,Ghana,5262
Sudan,Ghana,233
Togo,Ghana,2926
Senegal,Guinea-Bissau,8601
Cote d'Ivoire,Guinea,6580
Liberia,Guinea,1787
Sierra Leone,Guinea,216
Bosnia and Herzegovina,Croatia,318
Serbia and Kosovo: S/RES/1244 (1999),Croatia,194
Central African Rep.,Cote d'Ivoire,240
Congo,Cote d'Ivoire,166
Dem. Rep. of the Congo,Cote d'Ivoire,168
Liberia,Cote d'Ivoire,1086
Afghanistan,India,10395
Iran (Islamic Rep. of),India,107
Iraq,India,115
Sri Lanka,India,65057
Myanmar,India,14301
Somalia,India,654
Afghanistan,Indonesia,1681
Palestinian,Indonesia,288
Iran (Islamic Rep. of),Indonesia,281
Iraq,Indonesia,173
Sri Lanka,Indonesia,272
Myanmar,Indonesia,760
Pakistan,Indonesia,226
Somalia,Indonesia,322
Sudan,Indonesia,118
Afghanistan,Iran (Islamic Rep. of),29188
Iraq,Iran (Islamic Rep. of),688
Palestinian,Iraq,9246
Iran (Islamic Rep. of),Iraq,11053
Syrian Arab Rep.,Iraq,234196
Turkey,Iraq,16637
Iraq,Jordan,29263
Somalia,Jordan,598
Sudan,Jordan,1013
Syrian Arab Rep.,Jordan,623112
Myanmar,Japan,1889
Afghanistan,Kazakhstan,578
Burundi,Kenya,657
Dem. Rep. of the Congo,Kenya,9324
Eritrea,Kenya,1333
Ethiopia,Kenya,21250
Rwanda,Kenya,825
Somalia,Kenya,424691
Sudan,Kenya,3381
South Sudan,Kenya,89226
Uganda,Kenya,591
Afghanistan,Kyrgyzstan,386
Myanmar,Rep. of Korea,180
Syrian Arab Rep.,Rep. of Korea,503
Cote d'Ivoire,Liberia,38109
Sierra Leone,Liberia,375
Eritrea,Libya,485
Palestinian,Libya,5391
Iraq,Libya,2520
Somalia,Libya,164
Sudan,Libya,658
Syrian Arab Rep.,Libya,18653
Iraq,Lebanon,5986
Sudan,Lebanon,357
Syrian Arab Rep.,Lebanon,1147494
Pakistan,Sri Lanka,372
Iran (Islamic Rep. of),Luxembourg,142
Iraq,Luxembourg,204
Serbia and Kosovo: S/RES/1244 (1999),Luxembourg,270
Central African Rep.,Mauritania,217
Cote d'Ivoire,Mauritania,268
Mali,Mauritania,48912
Serbia and Kosovo: S/RES/1244 (1999),North Macedonia,600
Syrian Arab Rep.,Rep. of Moldova,186
Colombia,Mexico,255
Guatemala,Mexico,324
Haiti,Mexico,175
Honduras,Mexico,288
Central African Rep.,Mali,874
Dem. Rep. of the Congo,Mali,213
Cote d'Ivoire,Mali,1088
Mauritania,Mali,12898
Afghanistan,Malaysia,184
Palestinian,Malaysia,287
Indonesia,Malaysia,493
Iran (Islamic Rep. of),Malaysia,260
Iraq,Malaysia,563
Sri Lanka,Malaysia,1587
Myanmar,Malaysia,93857
Pakistan,Malaysia,235
Somalia,Malaysia,850
Syrian Arab Rep.,Malaysia,447
Burundi,Malawi,1335
Dem. Rep. of the Congo,Malawi,2511
Rwanda,Malawi,1980
Dem. Rep. of the Congo,Morocco,123
Cote d'Ivoire,Morocco,254
Syrian Arab Rep.,Morocco,647
Burundi,Mozambique,971
Dem. Rep. of the Congo,Mozambique,2651
Rwanda,Mozambique,796
Bosnia and Herzegovina,Montenegro,608
Croatia,Montenegro,214
Serbia and Kosovo: S/RES/1244 (1999),Montenegro,5633
Burundi,Namibia,209
Dem. Rep. of the Congo,Namibia,1384
Rwanda,Namibia,110
Bhutan,Nepal,23059
Myanmar,Nepal,101
Pakistan,Nepal,262
Tibetan,Nepal,15000
Chad,Niger,158
Mali,Niger,47466
El Salvador,Nicaragua,177
Cameroon,Nigeria,162
Dem. Rep. of the Congo,Nigeria,531
Cote d'Ivoire,Nigeria,108
Mali,Nigeria,117
Iraq,Oman,143
Afghanistan,Pakistan,1504912
Somalia,Pakistan,412
Colombia,Panama,1551
Cuba,Panama,118
Nicaragua,Panama,173
El Salvador,Panama,271
Colombia,Peru,507
Cuba,Peru,501
Iraq,Qatar,110
Afghanistan,Romania,120
Iraq,Romania,323
Syrian Arab Rep.,Romania,1278
